global_index,turn_id,dialogue_id,turn_index,conversation_id,persuader_turn_index,n_turns_in_dialogue,annotator,strategies,categories,n_labels,flags,note,text
5508,20180808-064649_236_live#t008,20180808-064649_236_live,8,20180808-064649_236_live,4,20,unassigned,self_modeling|gratitude_and_appreciation,Social Influence|Reciprocity and Exchange,2,,"CoT: Mentions donating 50 dollars (self modeling), thanks them for donating.",YES I ALSO DONATE 50 DOLLAR TO THEM AND I AM VERY TO DONATE THEM AND THANK YOU  FOR  DONATE.
5509,20180808-064649_236_live#t010,20180808-064649_236_live,10,20180808-064649_236_live,5,20,unassigned,impact_information,Information Provision,1,,"CoT: They give education, food, clothes (impact).","THEY GIVE THE EDUCATION, FOOD, CLOTHS ,ETC.,"
5510,20180808-064649_236_live#t012,20180808-064649_236_live,12,20180808-064649_236_live,6,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Acknowledges knowing St Jude.,"YES, I KNOW THAT."
5511,20180808-064649_236_live#t014,20180808-064649_236_live,14,20180808-064649_236_live,7,20,unassigned,self_modeling,Social Influence,1,,CoT: Claims monthly donation to children.,"YES, I MONTHLY DONATE THE CHILDREN."
5512,20180808-064649_236_live#t016,20180808-064649_236_live,16,20180808-064649_236_live,8,20,unassigned,task_clarification,Information Provision,1,,CoT: Declares not knowing other charities.,I DO NOT THE OTHER CHARITIES.
5513,20180808-064649_236_live#t018,20180808-064649_236_live,18,20180808-064649_236_live,9,20,unassigned,evidence_and_statistics|organizational_credibility,Rational Appeal|Credibility Appeal,2,,CoT: 89% members recommend charities.,89% MEMBER RECOMMEND THE CHARITIES.
5514,20180808-042339_620_live#t000,20180808-042339_620_live,0,20180808-042339_620_live,0,20,unassigned,organization_information|impact_information,Information Provision,2,,CoT: Explains STC is non profit helping children around the world.,save the children is a non profit organization helping children around the world
5515,20180808-042339_620_live#t002,20180808-042339_620_live,2,20180808-042339_620_live,1,20,unassigned,minimization_framing|impact_information|emotion_appeal,Emotional Appeal|Framing and Presentation|Information Provision,3,,"CoT: Just a small amount (minimization), help starving child in Africa / homeless (impact/emotion).","for just a small amount you can help a child starving in Africa, and other children who are homeless"
5516,20180808-042339_620_live#t004,20180808-042339_620_live,4,20180808-042339_620_live,2,20,unassigned,minimization_framing|impact_information,Framing and Presentation|Information Provision,2,,"CoT: Just a few dollars (minimization), every little bit means better life (impact).","just a few dollars, while lyou can donate as much as you like, every little bit means a better life for these children"
5517,20180808-042339_620_live#t006,20180808-042339_620_live,6,20180808-042339_620_live,3,20,unassigned,self_modeling|minimization_framing,Social Influence|Framing and Presentation,2,,CoT: Suggests giving 2-3 dollars a month (minimization/self-modeling).,2=3 dollars a month
5518,20180808-042339_620_live#t008,20180808-042339_620_live,8,20180808-042339_620_live,4,20,unassigned,minimization_framing|impact_information,Framing and Presentation|Information Provision,2,,CoT: Feed hundreds of children (impact) for pennies on the dollar (minimization).,You will be helping to feed hundreds of chldren for just pennies on the dollar
5519,20180808-042339_620_live#t010,20180808-042339_620_live,10,20180808-042339_620_live,5,20,unassigned,donation_procedure_information,Information Provision,1,,CoT: Asks for donation amount.,how much would you like to donat to the charity now?
5520,20180808-042339_620_live#t012,20180808-042339_620_live,12,20180808-042339_620_live,6,20,unassigned,donation_procedure_information|task_clarification,Information Provision,2,,"CoT: Explains donation deducted from task payment, asks to confine amount.","as your donation will be directly deducted from you task payment, I would ask that you keep the amount confined to that amount"
5521,20180808-042339_620_live#t014,20180808-042339_620_live,14,20180808-042339_620_live,7,20,unassigned,donation_procedure_information,Information Provision,1,,CoT: Asks how much to donate now.,and how much of that would you like to donate to the charity right now
5522,20180808-042339_620_live#t016,20180808-042339_620_live,16,20180808-042339_620_live,8,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Jokes about switching professions.,"well if your making that much off one hit on mechanical turk, I need to switch professions"
5523,20180808-042339_620_live#t018,20180808-042339_620_live,18,20180808-042339_620_live,9,20,unassigned,impact_information,Information Provision,1,,"CoT: Donation makes impact on children without access to medical care, clothing, education.","Your donation would make a real impact on many children, who have no acess to medical care, clothing, or education"
5524,20180808-005248_38_live#t000,20180808-005248_38_live,0,20180808-005248_38_live,0,27,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,Howdy
5525,20180808-005248_38_live#t002,20180808-005248_38_live,2,20180808-005248_38_live,1,27,unassigned,personal_related_inquiry,Relational and Interactive,1,,CoT: Asks about mturk usage.,Use mturk a lot?
5526,20180808-005248_38_live#t004,20180808-005248_38_live,4,20180808-005248_38_live,2,27,unassigned,personal_story,Relational and Interactive,1,,CoT: Shares personal experience about the task.,I've never had a task that involved a live chat before
5527,20180808-005248_38_live#t006,20180808-005248_38_live,6,20180808-005248_38_live,3,27,unassigned,task_clarification,Information Provision,1,,CoT: Asks if giving option to donate earnings.,Is it giving you an option to donate some of your earnings?
5528,20180808-005248_38_live#t008,20180808-005248_38_live,8,20180808-005248_38_live,4,27,unassigned,task_clarification,Information Provision,1,,CoT: Discussing the task and if STC is real.,It wants me to donate to Save the Children.  Any idea if that is a real charity?
5529,20180808-005248_38_live#t010,20180808-005248_38_live,10,20180808-005248_38_live,5,27,unassigned,,,0,empty_set,CoT: Asks if planning to donate part of earnings.,Are you planning to donate part of your earnings to them?
5530,20180808-005248_38_live#t012,20180808-005248_38_live,12,20180808-005248_38_live,6,27,unassigned,personal_story|rapport_building,Relational and Interactive,2,,"CoT: Relates to not having money, mentions food stamps, feeding own children.",I know the feeling.  I'm on food stamps myself.  Rather feed my children than some radom ones.
5531,20180808-005248_38_live#t014,20180808-005248_38_live,14,20180808-005248_38_live,7,27,unassigned,rapport_building|personal_related_inquiry,Relational and Interactive,2,,"CoT: Validates teachers, asks about school lunches.","Yeah, we need to pay our teachers more.  Children our or future.  A lot of people at your school get free lunches?"
5532,20180808-005248_38_live#t016,20180808-005248_38_live,16,20180808-005248_38_live,8,27,unassigned,rapport_building,Relational and Interactive,1,,CoT: Apologizes for typo.,"Obviously that should have said ""are our"".  Kinda embarrassed about that typo"
5533,20180808-005248_38_live#t018,20180808-005248_38_live,18,20180808-005248_38_live,9,27,unassigned,task_clarification,Information Provision,1,,CoT: Discussing UI of the task.,"I don\'t have an ""end chat"" or continue button.  Do you?"
5534,20180808-005248_38_live#t020,20180808-005248_38_live,20,20180808-005248_38_live,10,27,unassigned,rapport_building,Relational and Interactive,1,,CoT: Laughs.,LOL.  or not
5535,20180808-005248_38_live#t022,20180808-005248_38_live,22,20180808-005248_38_live,11,27,unassigned,task_clarification,Information Provision,1,,CoT: Discussing the task instructions.,"Oh, we do?"
5536,20180808-005248_38_live#t024,20180808-005248_38_live,24,20180808-005248_38_live,12,27,unassigned,task_clarification,Information Provision,1,,CoT: Clarifying donation agreement.,"Oh, so it wants us both to donate the same amount or something?"
5537,20180808-005248_38_live#t026,20180808-005248_38_live,26,20180808-005248_38_live,13,27,unassigned,rapport_building,Relational and Interactive,1,,"CoT: Agrees on plan, wishes luck.",Sounds like a plan.  Good luck with mturk!
5538,20180808-081317_142_live#t000,20180808-081317_142_live,0,20180808-081317_142_live,0,21,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,Hello new friend!
5539,20180808-081317_142_live#t002,20180808-081317_142_live,2,20180808-081317_142_live,1,21,unassigned,organization_information|rapport_building,Information Provision|Relational and Interactive,2,,"CoT: Casual intro, introduces STC.",Not bad.  I'm here to talk to you today about Save The Children.
5540,20180808-081317_142_live#t004,20180808-081317_142_live,4,20180808-081317_142_live,2,21,unassigned,organization_information|impact_information,Information Provision,2,,CoT: Explains work in Africa and US.,"Well they do a lot of good work in Africa, but you might be suprised how much work they actually do right here in the US."
5541,20180808-081317_142_live#t006,20180808-081317_142_live,6,20180808-081317_142_live,3,21,unassigned,evidence_and_statistics|emotion_appeal,Rational Appeal|Emotional Appeal,2,,CoT: Points out rate of illiteracy (problem/stat).,Have you ever seen the rate of illiteracy ?
5542,20180808-081317_142_live#t008,20180808-081317_142_live,8,20180808-081317_142_live,4,21,unassigned,organization_information,Information Provision,1,,"CoT: Explains they do everything, food just one part.",They do everything. Food is just one part of it.
5543,20180808-081317_142_live#t010,20180808-081317_142_live,10,20180808-081317_142_live,5,21,unassigned,rapport_building,Relational and Interactive,1,,CoT: Agrees with their philosophy.,That's exactly the philosophy I like to hear.
5544,20180808-081317_142_live#t012,20180808-081317_142_live,12,20180808-081317_142_live,6,21,unassigned,minimization_framing|impact_information|logical_appeal,Rational Appeal|Framing and Presentation|Information Provision,3,,"CoT: Mentions any donation helps, even small (minimization). Explains economies of scale (logic/impact).",Any donation will help.  Even if it's small.  Economies of scale actually make it so a donation becomes much more than one would think.
5545,20180808-081317_142_live#t014,20180808-081317_142_live,14,20180808-081317_142_live,7,21,unassigned,donation_procedure_information|task_clarification,Information Provision,2,,"CoT: Explains task format only accepts money, but can volunteer.","In this particular format, we can only accept money.  There areas that you can volunteer too, if you have the skillset."
5546,20180808-081317_142_live#t016,20180808-081317_142_live,16,20180808-081317_142_live,8,21,unassigned,,,0,empty_set,CoT: Suggests a dollar.,I was thinking a dollar to start with would be wonderful.
5547,20180808-081317_142_live#t018,20180808-081317_142_live,18,20180808-081317_142_live,9,21,unassigned,donation_procedure_information,Information Provision,1,,CoT: Tells how to make donation in chat.,I believe you can do it it in the chat.
5548,20180808-081317_142_live#t020,20180808-081317_142_live,20,20180808-081317_142_live,10,21,unassigned,,,0,empty_set,CoT: Asks for a buck.,So would you like to throw these wonderful kills a buck ?
5549,20180808-004203_194_live#t000,20180808-004203_194_live,0,20180808-004203_194_live,0,21,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,Hi
5550,20180808-004203_194_live#t002,20180808-004203_194_live,2,20180808-004203_194_live,1,21,unassigned,emotion_appeal,Emotional Appeal,1,,CoT: Asks if they would like to help an important cause.,Would you like to help an important cause?
5551,20180808-004203_194_live#t004,20180808-004203_194_live,4,20180808-004203_194_live,2,21,unassigned,impact_information,Information Provision,1,,CoT: It's for children.,It's for children
5552,20180808-004203_194_live#t006,20180808-004203_194_live,6,20180808-004203_194_live,3,21,unassigned,organization_information|impact_information,Information Provision,2,,"CoT: STC, helps poor kids in need of food and shelter.",It's called SAVE the CHILDREN. It help poor kids in need of food and shelter
5553,20180808-004203_194_live#t008,20180808-004203_194_live,8,20180808-004203_194_live,4,21,unassigned,impact_information,Information Provision,1,,CoT: Helps kids in this country.,It helps kids in this country
5554,20180808-004203_194_live#t010,20180808-004203_194_live,10,20180808-004203_194_live,5,21,unassigned,,,0,empty_set,CoT: Asks how much would you like to help with.,Great. How much would you like to help with?
5555,20180808-004203_194_live#t012,20180808-004203_194_live,12,20180808-004203_194_live,6,21,unassigned,donation_procedure_information,Information Provision,1,,"CoT: Explains donation procedure, deducted from hit.",Whatever you donate will be deducted from your payment for this hit
5556,20180808-004203_194_live#t014,20180808-004203_194_live,14,20180808-004203_194_live,7,21,unassigned,donation_procedure_information,Information Provision,1,,CoT: Research team sends all money.,The research team sends ALL the money to the donation
5557,20180808-004203_194_live#t016,20180808-004203_194_live,16,20180808-004203_194_live,8,21,unassigned,task_clarification,Information Provision,1,,CoT: I have no idea.,I have no idea
5558,20180808-004203_194_live#t018,20180808-004203_194_live,18,20180808-004203_194_live,9,21,unassigned,organization_information,Information Provision,1,,CoT: Provides URL.,You can go to their website if you want more info... URL
5559,20180808-004203_194_live#t020,20180808-004203_194_live,20,20180808-004203_194_live,10,21,unassigned,,,0,empty_set,CoT: Asks for amount.,Ok how much?
5560,20180808-030338_328_live#t000,20180808-030338_328_live,0,20180808-030338_328_live,0,21,unassigned,organization_information|impact_information,Information Provision,2,,CoT: Explains STC acts globally to promote children's rights and relief.,I want to tell you a little about a charity called Save the Children. It is a non-profit organization that acts globally to promote children's rights. It also helps children in developing countries obtain necessary support and relief from their poverty and other troubles. It's truly a great organization that does amazing work.
5561,20180808-030338_328_live#t002,20180808-030338_328_live,2,20180808-030338_328_live,1,21,unassigned,rapport_building|organizational_credibility|emotion_appeal,Emotional Appeal|Credibility Appeal|Relational and Interactive,3,,"CoT: Agrees World Vision is good. Says STC is credentialed internationally (credibility), children dying (emotion).",That's nice. It's another good organization. Save the Children also a great and very professional organization. They are credentialed internationally and have a great reputation for using their money wisely. Children everyday are dying of hunger and violence so it's really important to donate to help them.
5562,20180808-030338_328_live#t004,20180808-030338_328_live,4,20180808-030338_328_live,2,21,unassigned,impact_information,Information Provision,1,,"CoT: Provides medical treatment, education, food (impact).","Yes. They provide medical treatments, education, food assistance and training to help children get resources they need now, but also to help them learn to provide for themselves."
5563,20180808-030338_328_live#t006,20180808-030338_328_live,6,20180808-030338_328_live,3,21,unassigned,impact_information|evidence_and_statistics,Rational Appeal|Information Provision,2,,CoT: Helps 157 million in 120 countries (stat/impact).,They help 157 million children in 120 countries worldwide
5564,20180808-030338_328_live#t008,20180808-030338_328_live,8,20180808-030338_328_live,4,21,unassigned,impact_information,Information Provision,1,,CoT: Reach great number of children.,"Yes, they truly reach a great number of children."
5565,20180808-030338_328_live#t010,20180808-030338_328_live,10,20180808-030338_328_live,5,21,unassigned,impact_information|evidence_and_statistics,Rational Appeal|Information Provision,2,,CoT: 32 million in Africa in 2016 (stat/impact). Mentions other regions.,"Yes, they helped 32 million children in Africa in 2016. They also help in the United States, Asia, the Middle East, and Latin America."
5566,20180808-030338_328_live#t012,20180808-030338_328_live,12,20180808-030338_328_live,6,21,unassigned,organization_information,Information Provision,1,,CoT: Says donations from individuals allow them to do work.,"Yes, one of the top ways this organization is able to do it's work is through donations from individuals worldwide."
5567,20180808-030338_328_live#t014,20180808-030338_328_live,14,20180808-030338_328_live,7,21,unassigned,self_modeling,Social Influence,1,,"CoT: Claims they donate (self modeling), encourages consideration.","I donate to them, yes, and I encourage you to consider it as well."
5568,20180808-030338_328_live#t016,20180808-030338_328_live,16,20180808-030338_328_live,8,21,unassigned,minimization_framing,Framing and Presentation,1,,CoT: Every little bit helps. Even small amount (minimization).,Every little bit helps. Even a small amount!
5569,20180808-030338_328_live#t018,20180808-030338_328_live,18,20180808-030338_328_live,9,21,unassigned,self_modeling,Social Influence,1,,CoT: Confirms plan to give today (self-modeling).,"Yes, I plan to."
5570,20180808-030338_328_live#t020,20180808-030338_328_live,20,20180808-030338_328_live,10,21,unassigned,donation_procedure_information,Information Provision,1,,CoT: Formal ask.,How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.
5571,20180808-001810_178_live#t000,20180808-001810_178_live,0,20180808-001810_178_live,0,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,Hi!
5572,20180808-001810_178_live#t002,20180808-001810_178_live,2,20180808-001810_178_live,1,20,unassigned,source_related_inquiry|organization_information,Information Provision|Relational and Interactive,2,,"CoT: Mentions STC, asks if heard.",So there's a great charity called Save the Children. HAve you heard of it?
5573,20180808-001810_178_live#t004,20180808-001810_178_live,4,20180808-001810_178_live,2,20,unassigned,emotion_appeal|impact_information,Emotional Appeal|Information Provision,2,,"CoT: Helps kids with unfortunate diseases (impact), feel heartbroken (emotion).",Yes it is. It is to help kids with unfortunate diseases and things of that nature. I feel heartbroken for some of these kids.
5574,20180808-001810_178_live#t006,20180808-001810_178_live,6,20180808-001810_178_live,3,20,unassigned,organizational_credibility|self_modeling|impact_information,Credibility Appeal|Social Influence|Information Provision,3,,"CoT: Great reviews (credibility), feel gratified saving life (impact), I have donated (self modeling).","Yes it does. Overall, it has gotten great reviews and many people who have donated feel gratified for doing their small part in potentially saving someone's life. I have donated before to the charity."
5575,20180808-001810_178_live#t008,20180808-001810_178_live,8,20180808-001810_178_live,4,20,unassigned,personal_story|impact_information,Information Provision|Relational and Interactive,2,,CoT: Shares story of getting update about a patient after donating.,"Yes, absolutely. I remember when I donated, the foundation sent me an update about how one of the patients was doing. It felt great to see a little reflection of what my donation was helping to do."
5576,20180808-001810_178_live#t010,20180808-001810_178_live,10,20180808-001810_178_live,5,20,unassigned,donation_procedure_information,Information Provision,1,,"CoT: Asks how much to donate now, from $0 to payment amount.",Okay great. That sounds perfect. How much would you like to donate now? It could be any amount from $0 to what your payment for this task would be.
5577,20180808-001810_178_live#t012,20180808-001810_178_live,12,20180808-001810_178_live,6,20,unassigned,donation_procedure_information|minimization_framing|task_clarification,Framing and Presentation|Information Provision,3,,"CoT: Out of your $2, any amount helps (minimization). It's completely up to you (task/procedure).","Well, you would just tell me what you would like to donate out of your $2. Like I said, it goes to Save the Children and any amount helps. However, it is completely up to you! Your time is valuable."
5578,20180808-001810_178_live#t014,20180808-001810_178_live,14,20180808-001810_178_live,7,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Appreciates taking time to look over website.,Perfect! That sounds great. I appreciate you taking the time to look over the website.
5579,20180808-001810_178_live#t016,20180808-001810_178_live,16,20180808-001810_178_live,8,20,unassigned,obligation_pressure|rapport_building,Threat and Pressure|Relational and Interactive,2,,CoT: Teaching kids to give back is important (moral).,Absolutely. I think it is important to teach our kids from a young age that giving back to others in need is very gratifying and important.
5580,20180808-001810_178_live#t018,20180808-001810_178_live,18,20180808-001810_178_live,9,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Closing statement.,Okay sounds good. Take a look at the site and have a good day! Bye.
5581,20180808-032124_114_live#t000,20180808-032124_114_live,0,20180808-032124_114_live,0,20,unassigned,,,0,empty_set,CoT: Asks about donation amount.,Have you thought about how much of the reward for this HIT you want to donate to Save the Children?
5582,20180808-032124_114_live#t002,20180808-032124_114_live,2,20180808-032124_114_live,1,20,unassigned,organization_information|organizational_credibility|impact_information,Credibility Appeal|Information Provision,3,,"CoT: STC promotes rights (info), low overhead (credibility), money directly helps children (impact).","Save the Children is a great international no-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. It has a very low overhead and almost all the money donated to it is directly used to help children."
5583,20180808-032124_114_live#t004,20180808-032124_114_live,4,20180808-032124_114_live,2,20,unassigned,impact_information,Information Provision,1,,"CoT: Helps build schools, educate children who do medical jobs (impact).",Save the Children has helped build hundreds of schools in developing nations around the world. They've educated many children who have gone on to do important medical and other life saving jobs.
5584,20180808-032124_114_live#t006,20180808-032124_114_live,6,20180808-032124_114_live,3,20,unassigned,evidence_and_statistics|emotion_appeal|obligation_pressure|impact_information,Rational Appeal|Emotional Appeal|Threat and Pressure|Information Provision,4,,CoT: Syria 1000 kids killed (stat/emotion/impact). Every child deserves happy life (moral).,"Another example is in Syria over 1,000 children have already been killed this year! Save the Children is helping to evacuate as many children as possible from that country. Don't you think every child deserves a long and happy life?"
5585,20180808-032124_114_live#t008,20180808-032124_114_live,8,20180808-032124_114_live,4,20,unassigned,obligation_pressure|impact_information,Threat and Pressure|Information Provision,2,,CoT: Part of the solution by giving money to help children (moral/impact).,Don't you want to be part of the solution by giving as much money as possible to Save the Children so they can help as many children as possible?
5586,20180808-032124_114_live#t010,20180808-032124_114_live,10,20180808-032124_114_live,5,20,unassigned,minimization_framing|impact_information,Framing and Presentation|Information Provision,2,,CoT: Measly reward vs junk food (framing/minimization). What amazing things STC can do (impact).,Think about how you were probably going to just waste the measly reward amount you were being offered for this HIT on junk food or coffee and think about what amazing things Save the Children would be able to do with that money.
5587,20180808-032124_114_live#t012,20180808-032124_114_live,12,20180808-032124_114_live,6,20,unassigned,emotion_appeal|obligation_pressure,Emotional Appeal|Threat and Pressure,2,,"CoT: Guilt trip. Family is rich enough, by not donating directly allowing children to suffer (moral/emotion).",Think about how much more those poor kids in developing countries needs the money. Your family is rich enough to live in a first world country and have food on a daily basis. By not donating this tiny amount you're directly allowing children to sufer.
5588,20180808-032124_114_live#t014,20180808-032124_114_live,14,20180808-032124_114_live,7,20,unassigned,impact_information|emotion_appeal,Emotional Appeal|Information Provision,2,,CoT: Allowing child to grow up instead of living in poverty/not making it out of childhood (impact/emotion).,Of course you work for everything you own. By helping Save the Children you will directly be allowing a child to grow up and work for things him or herself rather than living in poverty and possibly not even making it out of childhood.
5589,20180808-032124_114_live#t016,20180808-032124_114_live,16,20180808-032124_114_live,8,20,unassigned,organizational_credibility,Credibility Appeal,1,,"CoT: Let you know specific child, not a faceless organization (credibility).",Save the Children will even let you know about the specific child that your money is helping. So you will really get to know that one child. It's not just some faceless organization with faceless non existant children. Everything is completly real and on the up and up.
5590,20180808-032124_114_live#t018,20180808-032124_114_live,18,20180808-032124_114_live,9,20,unassigned,donation_procedure_information,Information Provision,1,,CoT: Standard task closing message.,How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment.
5591,20180808-074917_388_live#t000,20180808-074917_388_live,0,20180808-074917_388_live,0,23,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,"Hi, how are you today?"
5592,20180808-074917_388_live#t002,20180808-074917_388_live,2,20180808-074917_388_live,1,23,unassigned,rapport_building|source_related_inquiry,Relational and Interactive,2,,"CoT: Good, have you heard of STC?","I'm doing great. Out of curiousity, have you heard of the organization Save the Children?"
5593,20180808-074917_388_live#t004,20180808-074917_388_live,4,20180808-074917_388_live,2,23,unassigned,self_modeling|minimization_framing|personal_story,Social Influence|Framing and Presentation|Relational and Interactive,3,,"CoT: I try to give a little bit from task rewards (self modeling, minimization, personal story).",Yes! I really prefer local charities but some nationwide and international ones are very dear to my heart. Whenever we have the opportunity to donate from our task rewards I always try to give a little bit.
5594,20180808-074917_388_live#t006,20180808-074917_388_live,6,20180808-074917_388_live,3,23,unassigned,rapport_building|organizational_credibility,Credibility Appeal|Relational and Interactive,2,,CoT: Unicef is great (rapport). STC has high ratings from third-party reportings (credibility).,"Yes, I've heard of Unicef. Another great organization. One thing I love about Save the Children is that they have very high ratings from third-party reportings. I know when I donate to them that my money is being used wisely!"
5595,20180808-074917_388_live#t008,20180808-074917_388_live,8,20180808-074917_388_live,4,23,unassigned,organizational_credibility,Credibility Appeal,1,,"CoT: BBB, American Institute of Philanthropy, IRS (credibility).",The ratings are from different companies such as Better Business Bureau and American Institute of Philanthropy. They actually get the financial reports from the IRS to confirm the accuracy in where the funds are going.
5596,20180808-074917_388_live#t010,20180808-074917_388_live,10,20180808-074917_388_live,5,23,unassigned,self_modeling|impact_information,Social Influence|Information Provision,2,,"CoT: I have given to World Vision (self-modeling). Lack of support in developing countries, STC focuses on that (impact).","I have given to other organizations in the past, such as World Vision, but Save the Children is really important to me right now. There is such a lack of support right now in developing countries, and Save the Children really focuses on that."
5597,20180808-074917_388_live#t012,20180808-074917_388_live,12,20180808-074917_388_live,6,23,unassigned,rapport_building|impact_information,Information Provision|Relational and Interactive,2,,CoT: I totally understand (rapport). Focuses on kids in need here in USA (impact).,"I totally understand that. One thing I like about Save the Children is that it isn't just global but also focuses on kids in need here in the USA, especially the poverty-torn cities."
5598,20180808-074917_388_live#t014,20180808-074917_388_live,14,20180808-074917_388_live,7,23,unassigned,personal_story|self_modeling,Social Influence|Relational and Interactive,2,,CoT: Mentions giving less than 100/mo because gives to church and local orgs.,"I typically give less than that, because I also give to my local church and other local organizations in my city."
5599,20180808-074917_388_live#t016,20180808-074917_388_live,16,20180808-074917_388_live,8,23,unassigned,personal_story|self_modeling|personal_related_inquiry,Social Influence|Relational and Interactive,3,,CoT: Says gives $20-30 to a handful. But also donates HIT reward (self modeling). Asks do you ever do that?,"Well, I just usually give $20 or $30 to a handful of charities that I love. But like I said, if the opportunity arises for me to donate some of my HIT reward to a charity, I will usually donate at least a small portion. Do you ever do that?"
5600,20180808-074917_388_live#t018,20180808-074917_388_live,18,20180808-074917_388_live,9,23,unassigned,donation_procedure_information,Information Provision,1,,CoT: Opportunity to donate portion of task payment. How much would you like to put towards that? Any amount from 0.10 to full payment.,You actually have the opportunity today to donate a portion of your task payment to Save the Children. How much would you like to put towards that? It can be any amount from just $0.10 to the full payment!
5601,20180808-074917_388_live#t020,20180808-074917_388_live,20,20180808-074917_388_live,10,23,unassigned,donation_procedure_information,Information Provision,1,,"CoT: Research team collects donations, type amount here.",The research team will collect all donations and send it directly to Save the Children. You can just type the amount here you'd like to donate and it will be recorded for them to see.
5602,20180808-074917_388_live#t022,20180808-074917_388_live,22,20180808-074917_388_live,11,23,unassigned,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Thank you.,Thank you! Have a great day!
5603,BAD_20180808-054855_138_live#t000,BAD_20180808-054855_138_live,0,BAD_20180808-054855_138_live,0,20,unassigned,rapport_building,Relational and Interactive,1,,CoT: Greeting.,hello
5604,BAD_20180808-054855_138_live#t002,BAD_20180808-054855_138_live,2,BAD_20180808-054855_138_live,1,20,unassigned,self_modeling|emotion_appeal,Emotional Appeal|Social Influence,2,,"CoT: Just donated to STC (self modeling), felt great to help starving children (emotion), asks to donate out of hit pay.","OK I just donated to save the children. It made me feel great to help those starving children. Would you like to donate a small portion of your hit pay to his cause, out of your hit pay? I'm going to doate again."
5605,BAD_20180808-054855_138_live#t004,BAD_20180808-054855_138_live,4,BAD_20180808-054855_138_live,2,20,unassigned,self_modeling,Social Influence,1,,CoT: Going to donate .20 (self modeling). How much will you donate today (ask).,For give my typos  crippled hands. I'm going to donate .20 of my pay. How much will you donate today.
5606,BAD_20180808-054855_138_live#t006,BAD_20180808-054855_138_live,6,BAD_20180808-054855_138_live,3,20,unassigned,donation_procedure_information,Information Provision,1,,"CoT: Donation made through hit provider, from hit pay up to 2.00.",This donation will be made through the hit provider here and will only come from a portion of our hit pay. You can donate up to 2.00 the full pay of this hit.
5607,BAD_20180808-054855_138_live#t008,BAD_20180808-054855_138_live,8,BAD_20180808-054855_138_live,4,20,unassigned,self_modeling,Social Influence,1,,"CoT: Asks how much, giving twenty cents (self modeling).",so How much do you say you want to give I'm giving twenty cents.
5608,BAD_20180808-054855_138_live#t010,BAD_20180808-054855_138_live,10,BAD_20180808-054855_138_live,5,20,unassigned,gratitude_and_appreciation,Reciprocity and Exchange,1,,CoT: Thanks for donation.,OK thanks for your donation
5609,BAD_20180808-054855_138_live#t012,BAD_20180808-054855_138_live,12,BAD_20180808-054855_138_live,6,20,unassigned,self_modeling|personal_related_inquiry,Social Influence|Relational and Interactive,2,,CoT: Like you I gave .20 cents. How are you doing today?,"OK like you I gave .20 cents to them, how are you doing today?"
5610,BAD_20180808-054855_138_live#t014,BAD_20180808-054855_138_live,14,BAD_20180808-054855_138_live,7,20,unassigned,personal_story,Relational and Interactive,1,,"CoT: Raining here, love thunder sounds.","I can't complain, its been raining here this morning; I love the thunder sounds"
5611,BAD_20180808-054855_138_live#t016,BAD_20180808-054855_138_live,16,BAD_20180808-054855_138_live,8,20,unassigned,task_clarification,Information Provision,1,,CoT: Clarifies they are just chatting until hit is over.,"Hmm, your responce seems out of place in this line of thought we were sharing. We have already said we would donate, that's over now. I was just chatting with you until the hit is over."
5612,BAD_20180808-054855_138_live#t018,BAD_20180808-054855_138_live,18,BAD_20180808-054855_138_live,9,20,unassigned,task_clarification,Information Provision,1,,CoT: Asking if they are an AI.,LOL ARE YOU AN AI?
5613,20180808-011341_389_live#t000,20180808-011341_389_live,0,20180808-011341_389_live,0,30,unassigned,rapport_building,Relational and Interactive,1,,CoT: I have a story to share.,Hello.  I have a story to share with you.
5614,20180808-011341_389_live#t002,20180808-011341_389_live,2,20180808-011341_389_live,1,30,unassigned,self_modeling|emotion_appeal|impact_information,Emotional Appeal|Social Influence|Information Provision,3,,CoT: Just donated (self modeling). Child died of hunger (emotion). Donation will help other children (impact).,I just donated to Save the Children and feel like it will be super helpful.  There was a child who died of hunger and I think my donation will help other children.
