conversation_id,dialogue_id,dialogue_text,binary_label,outcome_category,archetype,product,category
10373,ENG_374,"[Buyer] Hi there! I was hoping to grab the Keychron Q1 Pro Custom Keyboard. Do you guys have it in stock?
 [Merchant] Hello! Yes absolutely, we have it right here in stock and ready to ship out today before we run low!
 [Buyer] Awesome. So like, what is the best price u can do for this?
 [Merchant] It is an incredible deal at just 18,500 taka for a premium piece like this!
 [Buyer] Hope u are having a good day... umm I wanted to ask about the weight actually.
 [Merchant] It features a gorgeous full aluminum build weighing around 1.6 kg, so it stays super steady adn firmly planted on the desk!
 [Buyer] Oh nice. When can it get to me tho? Need it super fast.
 [Merchant] We can totally do same-day delivery inside Dhaka via Pathao, though the charge is a bit higher at around 200 taka.
 [Buyer] Ah ok, but what is the usual delivery time to my place?
 [Merchant] We ship fast with premium couriers! It takes just 1 day for Dhaka at 100 taka and 2-3 days outside at 160 taka. Please note, to confirm your order, a 500 taka advance via bKash is mandatory, and the remaining amount will be full Cash on Delivery (COD).
 [Buyer] Do I really need to send the advance first? Plz can I jsut pay full COD?
 [Merchant] yes we totally get your concern, but it is our strict company policy for all items over 10,000 taka to secure the slot and avoid fake bookings. You can completely trust us -- feel free to check our trade license and our physical storefront right in Multiplan Center!
 [Buyer] Alright makes sense, I trust u guys. Let me send that advance over right now.
 [Merchant] We truly appreciate your cooperation and trust! Kindly send the 500 taka to 01788096039 (Merchant) and drop the TrxID right here.
 [Buyer] Done! Sent 500 taka. Here is the TrxID: BK70X843P. Send it to Sector 7, Road 18, House 5, Uttara, Dhaka. Phone is 01734567890. Thnx!
 [Merchant] Payment received successfully and verified! Your order is locked in and good to go. The remaining balance of 18,100 taka will be collected safely upon delivery.",yes,PURCHASE_COMMITTED,Urgent,Keychron Q1 Pro Custom Keyboard,Computing & Peripherals
10374,ENG_375,"[Buyer] Hello, do you have the Garmin Forerunner 265 GPS Watch in stock? Please confirm.
 [Merchant] Hi! Absolutely, we have it ready for you.
 [Buyer] Understood. Could you let me know the current price?
 [Merchant] For the genuine sealed unit, the price is 46,500 taka.
 [Buyer] Thanks for the quick reply, by the way.
 [Merchant] Of course, we try to reply within a few minutes during business hours.
 [Buyer] I had a technical question. Does it track sleep and HRV?
 [Merchant] It does - overnight HRV status, sleep stages, and a morning readiness score. Let me know if you need more detail.
 [Buyer] Is it waterproof for swimming?
 [Merchant] Yes, it carries a 5 ATM rating, so pool and open-water swimming are both fine. That's straight from the official spec sheet.
 [Buyer] Perfect. Just confirming, this is a completely sealed, unopened unit right?
 [Merchant] Of course. It's an official global version, sealed box, with full warranty.
 [Buyer] How fast can you deliver it to my address?
 [Merchant] Delivery charge is 100 taka for Dhaka, 160 taka outside. Packages are fully insured. We just need 500 taka sent to our merchant bKash as a security deposit for the courier. The remaining amount will be collected as COD.
 [Buyer] Fair enough. I'll send the 500 taka to confirm the booking.
 [Merchant] Thank you for understanding! Please send 500 taka to 01774084915 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK83X840P. Please deliver to: Shaheb Bazar, Master Para, Rajshahi. Mobile: 01711223388.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 46,100 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,Ghoster,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10375,ENG_376,"[Buyer] Hello. Interested in the Garmin Forerunner 265 GPS Watch. Still selling?
 [Merchant] Hello sir/ma'am. Yes, it's currently available for immediate delivery.
 [Buyer] Another shop is offering a similar item cheaper. Why should I buy from you?
 [Merchant] We're an authorized reseller with a physical outlet. If anything fails, you have somewhere to go.
 [Buyer] Who handles warranty claims if something goes wrong?
 [Merchant] Official 1-year coverage. Physical damage and water damage are excluded, as usual.
 [Buyer] Perfect. Just confirming, this is a completely sealed, unopened unit right?
 [Merchant] Yes, it is 100% official brand new, factory sealed with all accessories.
 [Buyer] Quick one - does it track sleep and HRV?
 [Merchant] Checking the spec sheet - it does - overnight HRV status, sleep stages, and a morning readiness score.
 [Buyer] I see. And Is it waterproof for swimming?
 [Merchant] Yes, it carries a 5 ATM rating, so pool and open-water swimming are both fine. Let me know if you need more detail.
 [Buyer] I had a technical question. What is the battery life in smartwatch mode?
 [Merchant] Right, so It lasts up to 13 days in smartwatch mode, or up to 20 hours in GPS mode.
 [Buyer] Understood. Could you let me know the current price?
 [Merchant] The item is priced at 46,500 taka.
 [Buyer] Could you give a small discount? My budget is closer to 44,278 taka.
 [Merchant] Since you are confirming today, I can meet you in the middle at 45,389 taka.
 [Buyer] Okay, I'm happy with 45,389 taka. Book it for me. Alright. Do you do home delivery? And what is the fee?
 [Merchant] We offer home delivery all over Bangladesh via Steadfast/Pathao. Inside Dhaka is 100 taka (24 hours), Outside Dhaka is 160 taka (48-72 hours). For order confirmation, a 500 taka advance via bKash is mandatory. The balance is full Cash on Delivery (COD).
 [Buyer] Is the advance strictly necessary? I'd rather do full COD.
 [Merchant] Okay, since you're local and reachable by phone, we'll do full COD this time.
 [Buyer] Great, full COD works for me. Let's do it.
 [Merchant] Perfect. Please share your full delivery address and mobile number to book the parcel.
 [Buyer] Address: Building 24, Road 8, Mirpur DOHS, Dhaka. Mobile: 01923456789.
 [Merchant] Order confirmed and booked. Full 45,489 taka is payable to the rider on delivery.",yes,PURCHASE_COMMITTED,TechSpecsNerd,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10376,ENG_377,"[Buyer] well hello there hope you are having a wonderful day! i was hoping to grab the Viofo A129 Pro Duo 4K Dash Cam. is it currently available by any chance?
 [Merchant] hello! Welcome to our shop, so wonderful to hear from you today. Yes absolutely, we have fresh brand new units ready to go!
 [Buyer] oh that is wonderful news! just wanted to double check, does a memory card come included in the box or do I need to get one separately?
 [Merchant] no worries at all for asking! the MicroSD card is not included and needs to be bought separately. we always suggest using High Endurance cards, and that is straight from teh official spec sheet.
 [Buyer] ahh got it, thanks for explaining that so nicely. could you let me know how much it costs right now?
 [Merchant] we have it listed for 23,500 taka right now. to lock in your order, we just need a tiny 500 taka advance via bKash to secure the courier booking, and the remaining balance can be paid via Cash on Delivery.
 [Buyer] oh wait, i meant full cash on delivery for everything including the small fee if possible, let's just go ahead with the order.
 [Merchant] no problem at all, we can certainly arrange that for you! please drop your complete delivery address along with your phone number so we can get your package scheduled right away
 [Buyer] well sure thing! here are the details: Address: Shaheb Bazar, Master Para, Rajshahi. Mobile: 01822334455. thank you so much!
 [Merchant] thank you so much for your order, it is fully confirmed and booked now! the total of 23,600 taka will be collected by the delivery rider when it arrives at your door.",yes,PURCHASE_COMMITTED,Skeptic,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10377,ENG_378,"[Buyer] Hi there, is the Garmin Forerunner 265 GPS Watch available in ready stock?
 [Merchant] Hi there! Thanks for reaching out. We do have it available.
 [Buyer] What kind of warranty do I get with this?
 [Merchant] 1-year replacement warranty against manufacturing defects, processed at our outlet.
 [Buyer] Just double-checking - it's physically in your shop right now, not on order?
 [Merchant] Ready stock, sir. Not pre-order. It's on our shelf right now.
 [Buyer] Awesome. Before we proceed, is it completely brand new and factory sealed?
 [Merchant] Yes sir, we only deal in genuine, factory-sealed products. It's completely brand new.
 [Buyer] Could you share a picture of the sealed box with today's date?
 [Merchant] Yes, I can share the import invoice. We're a registered importer.
 [Buyer] One more on the specs. Is it waterproof for swimming?
 [Merchant] Happy to clarify: yes, it carries a 5 ATM rating, so pool and open-water swimming are both fine.
 [Buyer] Understood. Could you let me know the current price?
 [Merchant] Our selling price for this unit is 46,500 taka.
 [Buyer] How fast can you deliver it to my address?
 [Merchant] Delivery is 100 taka inside Dhaka and 160 taka outside. We dispatch immediately upon order confirmation. For order confirmation, a 500 taka advance via bKash is mandatory. The balance is full Cash on Delivery (COD).
 [Buyer] Great, full COD works for me. Let's do it.
 [Merchant] Perfect. Please share your full delivery address and mobile number to book the parcel.
 [Buyer] Address: Building 24, Road 8, Mirpur DOHS, Dhaka. Mobile: 01687654321.
 [Merchant] Order confirmed and booked. Full 46,600 taka is payable to the rider on delivery.",yes,PURCHASE_COMMITTED,TrustSeeker,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10378,ENG_379,"[Buyer] hi got the garmin forerunner 265 gps watch available
 [Merchant] yes available
 [Buyer] cool what is the price
 [Merchant] 46,500 taka
 [Buyer] any warranty for manufacturing defects
 [Merchant] 1 yr official warranty service at our desk
 [Buyer] other places sell lower why buy here
 [Merchant] authorized seller with shop come back anytime
 [Buyer] brand new and sealed right
 [Merchant] 100 percent sealed pack first to open
 [Buyer] can u swim with it
 [Merchant] 5 ATM rating good for pool and open water
 [Buyer] does it have amoled display
 [Merchant] yes vibrant amoled touchscreen
 [Buyer] how is gps tracking in city
 [Merchant] Multi-band GNSS very accurate near tall buildings
 [Buyer] ship outside dhaka
 [Merchant] 100 taka dhaka 160 outside insured need 500 taka advance rest COD
 [Buyer] cant do full cod without advance
 [Merchant] advance secures order check page reviews safe shop
 [Buyer] fine send bkash number
 [Merchant] send 500 taka to 01789276008 merchant give trxid
 [Buyer] sent 500 trxid BK75X687P send to Shaheb Bazar Master Para Rajshahi ph 01611778899
 [Merchant] payment checked order confirmed 46,100 taka due on delivery",yes,PURCHASE_COMMITTED,Standard,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10379,ENG_380,"[Buyer] Hello, do you have the Fujifilm X-T30 II Mirrorless Camera in stock? Please confirm.
 [Merchant] Hello! Yes, the Fujifilm X-T30 II Mirrorless Camera is available in our ready stock.
 [Buyer] I had a technical question. Does this include a kit lens?
 [Merchant] Checking the spec sheet - yes, this package includes the XC 15-45mm OIS PZ lens.
 [Buyer] I had a technical question. How many film simulation modes does it have?
 [Merchant] Certainly. It features 18 classic Fujifilm film simulation modes, including Classic Neg and Eterna. Hope that helps!
 [Buyer] What is the sensor resolution?
 [Merchant] Let me confirm that for you. It uses a 26.1MP X-Trans CMOS 4 APS-C sensor. Anything else you'd like to know?
 [Buyer] Also, does it have a microphone input?
 [Merchant] To be precise, yes, there's a 3.5mm mic jack, and headphone monitoring works via the USB-C adapter. Hope that helps!
 [Buyer] What's the rate on this one?
 [Merchant] For the genuine sealed unit, the price is 98,000 taka.
 [Buyer] That's a bit steep. Can you offer any discount on that?
 [Merchant] Alright, I can give a small concession. Final price 97,042 taka. Deal?
 [Buyer] Can you shave off a little more? Round it to 96,542 taka and I'll confirm now.
 [Merchant] Okay, 96,542 taka. But that's absolutely the last adjustment.
 [Buyer] Alright, 96,542 taka sounds fair. I'll take it. Okay, how does the delivery process work?
 [Merchant] Delivery is 100 taka inside Dhaka and 160 taka outside. We dispatch immediately upon order confirmation. Since it's a high-value item, our policy requires a 500 taka advance payment. You can pay the rest to the delivery man.
 [Buyer] I am not comfortable sending an advance. I've had bad experiences with pages taking advance and blocking. Can you do full COD?
 [Merchant] Sir, it's just 500 taka for courier security. We have a solid 5-year track record and thousands of reviews. We cannot bypass this policy, unfortunately.
 [Buyer] Sure, I'll pay the advance. Please share your bKash number.
 [Merchant] Thank you for understanding! Please send 500 taka to 01797632739 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK52X849P. Please deliver to: Station Road, Gopalganj Sadar, Gopalganj. Mobile: 01611778899.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 96,142 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,LowBaller,Fujifilm X-T30 II Mirrorless Camera,Audio & Visual Gear
10380,ENG_381,"[Buyer] hello, could you please tell me if the Fujifilm X-T30 II Mirrorless Camera is currently in stock?
 [Merchant] ok greetings. Yes, this item is fully in stock and covered by our official authenticity guarantee.
 [Buyer] Thank you for letting me know. Could you please tell me how much it costs?
 [Merchant] right our standard retail pricing for this camera is set at 98,000 taka.
 [Buyer] are there different colors or exterior finishes available to choose from, please?
 [Merchant] We currently stock the Silver and Charcoal Black variants
 [Buyer] i see. Could you also please let me know how many film simulation modes it features?
 [Merchant] ok it features 18 classic Fujifilm film simulation modes, including Classic Neg adn Eterna. All units come with full manufacturer warranty coverage.
 [Buyer] well thank you. Does this package happen to include a kit lens as well?
 [Merchant] Yes, this bundled offering includes the XC 15-45mm OIS PZ lens, backed by our standard replacement warranty policy
 [Buyer] Pardon me for asking again, but is this physically in your store right now, or do you need to order it?
 [Merchant] it is physically in stock at our inventory. You are welcome to inspect it at our physical retail outlet
 [Buyer] I would really appreciate it if I could get this before tomorrow evening. Is that possible, please?
 [Merchant] Urgent same-day dispatch can be arranged via Pathao for locations inside Dhaka, though the delivery charge will be higher at around 200 taka.
 [Buyer] Alright. Do you offer home delivery services, and what would the fee be, please?
 [Merchant] We provide secure home delivery across Bangladesh via Steadfast and Pathao. Inside Dhaka costs 100 taka with delivery in 24 hours, while outside Dhaka is 160 taka taking 48-72 hours. Per company policy, a 500 taka advance security deposit is required via merchant bKash, and the balance is payable via cash on delivery.
 [Buyer] Is that advance payment strictly required, please? I would prefer to pay teh full amount upon delivery if possible
 [Merchant] As a certified electronics retailer, our standard policy requires a 500 taka courier security deposit for order verification. We maintain strict compliance wiht all operational guidelines to ensure secure transactions.
 [Buyer] ok i understand your store policy completely. Thank you for explaining, and I will send the 500 taka advance now.
 [Merchant] We appreciate your cooperation. Please remit the 500 taka to our official merchant bKash number at 01798088720 and provide the Transaction ID for verification.
 [Buyer] I have sent the 500 taka. My Transaction ID is BK22X358P. Please deliver it to: Flat 3A, House 7, Road 27, Mohammadpur, Dhaka. My mobile number is 01611778899. Thank you so much.
 [Merchant] right transaction successfully verified. Your order has been officially confirmed under our standard sales terms. The remaining balance of 97,660 taka will be collected securely upon delivery.",yes,PURCHASE_COMMITTED,Urgent,Fujifilm X-T30 II Mirrorless Camera,Audio & Visual Gear
10381,ENG_382,"[Buyer] Fujifilm X-T30 II Mirrorless Camera in stock?
 [Merchant] ok yes absolutely! It's fully in stock and we can ship it out right away today!
 [Buyer] Lowest price?
 [Merchant] For a 100% genuine sealed box unit, the best rate is 98,000 taka.
 [Buyer] Can I get same-day delivery? Need it fast.
 [Merchant] Book within an hour and we'll dispatch today so it reaches inside Dhaka tomorrow!
 [Buyer] Film simulation count?
 [Merchant] it packs 18 amazing classic Fujifilm film simulation modes, including popular ones like Classic Neg and Eterna!
 [Buyer] Sensor resolution?
 [Merchant] it features a sharp 26.1MP X-Trans CMOS 4 APS-C sensor! Want to know anything else?
 [Buyer] Is it actually available physically right now?
 [Merchant] Yes it is right here in our store physically! Ready for immediate dispatch today.
 [Buyer] 95,477 taka. Take it or leave it.
 [Merchant] ah 95,477 is too low, but for a fast deal I can drop it to 96,739 taka!
 [Buyer] 96,439 taka and we have a deal.
 [Merchant] that is cutting it super close... but okay, 96,439 taka since you're finalizing today!
 [Buyer] home delivery process?
 [Merchant] Delivery is 100 taka for Dhaka and 160 taka outside, fully insured! Just need a 500 taka advance via bKash to confirm, and the rest is Cash on Delivery (COD)
 [Buyer] well can skip the advance?
 [Merchant] we understand your hesitation, but it's our firm company rule for items over 10,000 taka to block fake bookings. Feel free to check our trade license and Multiplan Center showroom!
 [Buyer] Understood.
 [Merchant] awesome! Thanks for choosing us, have a wonderful day!",no,DEFERRED_CONSIDERATION,Urgent,Fujifilm X-T30 II Mirrorless Camera,Audio & Visual Gear
10382,ENG_383,"[Buyer] so hey do u guys have dyson purifier cool tp07 rn
 [Merchant] hello! Thank you so much for getting in touch with us. Yes, we currently have it in stock and ready to ship!
 [Buyer] so does it give ac like cooling tho
 [Merchant] I can certainly clarify that for you! Actually, it functions as an advanced fan and air purifier combined. It blows a steady stream of clean air, but it lacks a built-in compressor, so it won't actually chill the room down like an air conditioner. Please let me know if you have any other questions!
 [Buyer] icic... whats the best price u can do on this
 [Merchant] Our absolute best price for this brand new, factory-sealed unit is 68,000 taka.
 [Buyer] ah ok need to check my allowance at month end 1st before ordering thnx
 [Merchant] No problem at all! Take your time, and we will keep everything noted for you. Have a wonderful day, and talk to you soon!",no,DEFERRED_CONSIDERATION,DeliveryObsessed,Dyson Purifier Cool TP07,Home & Kitchen Appliances
10383,ENG_384,"[Buyer] Hey, I am interested in purchasing the Garmin Forerunner 265 GPS Watch. Is it available?
 [Merchant] Greetings! Yes, we have brand new units in stock.
 [Buyer] What is the battery life in smartwatch mode?
 [Merchant] Happy to clarify: it lasts up to 13 days in smartwatch mode, or up to 20 hours in GPS mode.
 [Buyer] I see. And How accurate is the GPS in the city?
 [Merchant] Certainly. It uses Multi-band GNSS technology, providing excellent accuracy even near tall buildings or dense tree cover.
 [Buyer] Quick one - does it track sleep and HRV?
 [Merchant] Right, so It does - overnight HRV status, sleep stages, and a morning readiness score. Anything else you'd like to know?
 [Buyer] Quick one - is it waterproof for swimming?
 [Merchant] Yes, it carries a 5 ATM rating, so pool and open-water swimming are both fine. Anything else you'd like to know?
 [Buyer] What if I order 5 of these? Does the price change?
 [Merchant] Yes, bulk orders get a better rate. For 5+ units we offer meaningful savings.
 [Buyer] What's the rate on this one?
 [Merchant] It's 46,500 taka, all inclusive.
 [Buyer] Do you deliver outside Dhaka?
 [Merchant] We offer home delivery all over Bangladesh via Steadfast/Pathao. Inside Dhaka is 100 taka (24 hours), Outside Dhaka is 160 taka (48-72 hours). For order confirmation, a 500 taka advance via bKash is mandatory. The balance is full Cash on Delivery (COD).
 [Buyer] Is the advance strictly necessary? I'd rather do full COD.
 [Merchant] We sympathize, but this is a strict company policy for items over 10,000 taka to prevent fake orders. You can verify our trade license and physical store in Multiplan Center.
 [Buyer] Sure, I'll pay the advance. Please share your bKash number.
 [Merchant] Thank you for understanding! Please send 500 taka to 01780607777 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK69X602P. Please deliver to: House 14, Road 3, Dhanmondi, Dhaka. Mobile: 01687654321.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 46,100 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,LowBaller,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10384,ENG_385,"[Buyer] hi saw ur post about teh Garmin Forerunner 265 GPS Watch got it in stock
 [Merchant] Hello! Yes indeed, we have it completely in stock and ready to ship out to you today!
 [Buyer] cool whats the best price u can do
 [Merchant] right our standard price for this premium item is 46,500 taka
 [Buyer] hmm a bit high any discount plz
 [Merchant] I cannot go as low as 43,684, but since you are buying now, I can give you a special discounted price of 45,092 taka!
 [Buyer] ok deal 45,092 taka works lock it in pls how much is delivery charge
 [Merchant] Delivery is just 100 taka inside Dhaka and 160 taka for outside Dhaka, and every shipment is fully insured! We just need a 500 taka advance via bKash to book the courier, and the rest will be Cash on Delivery.
 [Buyer] ok got it sending teh advance right now
 [Merchant] Thanks so much for trusting us! Kindly transfer the 500 taka to 01719388425 (Merchant) and send us the TrxID right after.
 [Buyer] done sent 500 taka trx id BK64X446P ship to Station Road, Gopalganj Sadar, Gopalganj ph 01819876543
 [Merchant] ok payment received and verified successfully! Your order is now confirmed, and the remaining 44,692 taka will be collected as Cash on Delivery when it arrives.",yes,PURCHASE_COMMITTED,Standard,Garmin Forerunner 265 GPS Watch,Sports & Fitness
10385,ENG_386,"[Buyer] ok viofo A129 Pro Duo 4K Dash Cam... u got it? reply fast plz
 [Merchant] Hello! Yes, sir, it is currently in stock and ready to ship out today.
 [Buyer] wat options u selling?
 [Merchant] We currently offer the Standard Bundle and the Bundle + HK3 Kit, ma'am.
 [Buyer] any warranty? is it genuine? for how long?
 [Merchant] rest assured, sir, you get a full 1 year of official warranty, and all claims are processed securely through our dedicated service desk.
 [Buyer] ok... is it box packed? not used?
 [Merchant] It is 100% official brand new, completely factory sealed, and includes every single accessory inside.
 [Buyer] gps hai isme?
 [Merchant] Yes ma'am, the bundled GPS mount records both speed and location right onto your footage, exactly as stated in the official specifications.
 [Buyer] does it come with a memory card?
 [Merchant] No sir, the MicroSD card is not included and must be bought separately; we always suggest using High Endurance cards for best performance.
 [Buyer] can I get the video on my phone over wifi?
 [Merchant] Yes, sir, it is equipped with dual-band 2.4GHz and 5GHz WiFi so you can quickly transfer videos straight to your phone.
 [Buyer] hmm... pirce batao kitna hoga last?
 [Merchant] The price is 23,500 taka, and that covers everything, ma'am
 [Buyer] ok dekhta hu thnx
 [Merchant] You are very welcome, sir. Please take all the time you need, and we remain at your service whenever you are ready.",no,DEFERRED_CONSIDERATION,LowBaller,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10386,ENG_387,"[Buyer] Hello, could you please tell me if the Fujifilm X-T30 II Mirrorless Camera is currently available?
 [Merchant] Hello there! Yes, it is fully in stock and ready for us to ship out to you today!
 [Buyer] Thank you. Could you please let me know if it comes with built-in image stabilization?
 [Merchant] No, the X-T30 II doesn't have IBIS, but don't worry! Stabilization comes from OIS lenses, just like the one in this bundle.
 [Buyer] I appreciate that. Does this particular bundle come with a kit lens, please?
 [Merchant] Yes it does! This package comes complete with the XC 15-45mm OIS PZ lens.
 [Buyer] Could you please tell me how many film simulation modes are built into it?
 [Merchant] Let me check... it features 18 classic Fujifilm film simulation modes, including popular ones like Classic Neg and Eterna!
 [Buyer] Thank you for checking. What is the exact sensor resolution, please?
 [Merchant] It features a 26.1MP X-Trans CMOS 4 APS-C sensor. Just let me know if you need anything else!
 [Buyer] That is wonderful. Could you please confirm if the item is brand new and completely unopened?
 [Merchant] Brand new, untouched, factory sealed! We never sell any refurbished or opened items here.
 [Buyer] Thank you for confirming. Is the camera actually here in your physical store right now?
 [Merchant] Yes, it is right here in our shop in hand! We can get it dispatched for you today.
 [Buyer] Thank you. Could you please tell me the final total price?
 [Merchant] The total is 98,000 taka, and that includes everything!
 [Buyer] Thank you very much. I need to review my finances at the month's end before I can buy it, so I will reach out to you later, please.
 [Merchant] Take all the time you need! The camera will be here, so just drop us a message whenever you're ready.",no,DEFERRED_CONSIDERATION,Skeptic,Fujifilm X-T30 II Mirrorless Camera,Audio & Visual Gear
10387,ENG_388,"[Buyer] Hello. Do you still have the Viofo A129 Pro Duo 4K Dash Cam?
 [Merchant] Hi there! Thanks for reaching out. We do have it available.
 [Buyer] Quick one - does it come with an SD card?
 [Merchant] No, the MicroSD card must be purchased separately. We recommend High Endurance cards. That's straight from the official spec sheet.
 [Buyer] One more on the specs. Does it have built-in WiFi to download videos?
 [Merchant] Good question. Yes, it features dual-band (2.4GHz & 5GHz) WiFi for fast video transfers to your phone.
 [Buyer] Another thing: is there a GPS logger?
 [Merchant] Yes, the bundled GPS mount stamps speed and location onto the footage.
 [Buyer] Is this ready stock or pre-order? I need to be sure.
 [Merchant] In hand and ready. You can even come see it at our outlet.
 [Buyer] Do you have a video of the actual product in your shop?
 [Merchant] Yes, I can share the import invoice. We're a registered importer.
 [Buyer] Perfect. Just confirming, this is a completely sealed, unopened unit right?
 [Merchant] Absolutely. It is completely intact, unopened, and comes with a 1-year official warranty.
 [Buyer] Great. What's your best price for this item?
 [Merchant] For the genuine sealed unit, the price is 23,500 taka.
 [Buyer] What are the delivery options and charges?
 [Merchant] We offer home delivery all over Bangladesh via Steadfast/Pathao. Inside Dhaka is 100 taka (24 hours), Outside Dhaka is 160 taka (48-72 hours). For order confirmation, a 500 taka advance via bKash is mandatory. The balance is full Cash on Delivery (COD).
 [Buyer] Fair enough. I'll send the 500 taka to confirm the booking.
 [Merchant] Thank you for understanding! Please send 500 taka to 01721265570 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK61X278P. Please deliver to: Agrabad Commercial Area, GEC Circle, Chattogram. Mobile: 01822334455.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 23,100 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,Skeptic,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10388,ENG_389,"[Buyer] Hey, I am interested in purchasing the Viofo A129 Pro Duo 4K Dash Cam. Is it available?
 [Merchant] Hi! Absolutely, we have it ready for you.
 [Buyer] What if I order 5 of these? Does the price change?
 [Merchant] Yes, bulk orders get a better rate. For 5+ units we offer meaningful savings.
 [Buyer] How does it handle heat in summer?
 [Merchant] It uses a supercapacitor instead of a battery, which is far more heat-tolerant for Bangladesh summers.
 [Buyer] I had a technical question. Is the rear camera also 4K?
 [Merchant] To be precise, no, the front camera records in true 4K (Sony Exmor R), while the rear camera records in 1080p (Sony Starvis).
 [Buyer] One more on the specs. Does it have built-in WiFi to download videos?
 [Merchant] Yes, it features dual-band (2.4GHz & 5GHz) WiFi for fast video transfers to your phone.
 [Buyer] Also, is there a GPS logger?
 [Merchant] Right, so Yes, the bundled GPS mount stamps speed and location onto the footage.
 [Buyer] Thanks. How much does it cost in total?
 [Merchant] The current official price is 23,500 taka.
 [Buyer] I need it delivered to my home. What's the procedure?
 [Merchant] We offer home delivery all over Bangladesh via Steadfast/Pathao. Inside Dhaka is 100 taka (24 hours), Outside Dhaka is 160 taka (48-72 hours). Since it's a high-value item, our policy requires a 500 taka advance payment. You can pay the rest to the delivery man.
 [Buyer] Is the advance strictly necessary? I'd rather do full COD.
 [Merchant] It is standard procedure to avoid fake courier requests. We offer an open-box inspection in front of the rider before you pay the remaining COD amount.
 [Buyer] Alright, that makes sense. I will send the 500 taka advance.
 [Merchant] Thank you for understanding! Please send 500 taka to 01799694473 (Merchant) and share the TrxID.
 [Buyer] Sent 500 taka. TrxID is BK84X222P. Please deliver to: Building 24, Road 8, Mirpur DOHS, Dhaka. Mobile: 01819876543.
 [Merchant] Payment received and verified. Your order is confirmed. The remaining 23,100 taka will be collected on delivery.",yes,PURCHASE_COMMITTED,LowBaller,Viofo A129 Pro Duo 4K Dash Cam,Automotive & Riding Gear
10389,ENG_390,"[Buyer] Hi there, is the Fujifilm X-T30 II Mirrorless Camera available in ready stock?
 [Merchant] Hello sir/ma'am. Yes, it's currently available for immediate delivery.
 [Buyer] Is this worth it over the previous generation?
 [Merchant] It's a genuine step up, and more importantly ours is official stock with real warranty support.
 [Buyer] Good to see an active page for once.
 [Merchant] That's our policy - fast replies, no ghosting.
 [Buyer] I see. And How many film simulation modes does it have?
 [Merchant] Absolutely. It features 18 classic Fujifilm film simulation modes, including Classic Neg and Eterna.
 [Buyer] I see. And Does this include a kit lens?
 [Merchant] Right, so Yes, this package includes the XC 15-45mm OIS PZ lens.
 [Buyer] Quick one - what is the sensor resolution?
 [Merchant] It uses a 26.1MP X-Trans CMOS 4 APS-C sensor. Let me know if you need more detail.
 [Buyer] Another thing: can it shoot 4K video?
 [Merchant] Happy to clarify: yes, it records oversampled 4K/30p video with no crop. Anything else you'd like to know?
 [Buyer] Understood. Could you let me know the current price?
 [Merchant] The item is priced at 98,000 taka.
 [Buyer] How fast can you deliver it to my address?
 [Merchant] We offer home delivery all over Bangladesh via Steadfast/Pathao. Inside Dhaka is 100 taka (24 hours), Outside Dhaka is 160 taka (48-72 hours). For order confirmation, a 500 taka advance via bKash is mandatory. The balance is full Cash on Delivery (COD).
 [Buyer] Too many scam pages these days. Why should I trust you with an advance?
 [Merchant] Okay, since you're local and reachable by phone, we'll do full COD this time.
 [Buyer] Great, full COD works for me. Let's do it.
 [Merchant] Perfect. Please share your full delivery address and mobile number to book the parcel.
 [Buyer] Address: Sector 7, Road 18, House 5, Uttara, Dhaka. Mobile: 01819876543.
 [Merchant] Order confirmed and booked. Full 98,100 taka is payable to the rider on delivery.",yes,PURCHASE_COMMITTED,Ghoster,Fujifilm X-T30 II Mirrorless Camera,Audio & Visual Gear
